timestamp,time_since_login_min,transaction_amount,transaction_type,is_first_transaction,user_tenure_months,is_fraud,predicted_fraud_proba,predicted_fraud
2018-01-01 10:45:13.248,2.1633755511189743,1446.1,PAYMENT,False,0.3534568299871678,1.0,0.98,1
2018-01-01 10:53:56.400,2.3416349737392235,1403.2,CASH-OUT,True,9.673509167278205,0.0,0.02,0
2018-01-01 11:02:39.552,1.7429214207552106,1606.1,PAYMENT,False,7.633514857816487,1.0,0.88,1
2018-01-01 11:11:22.704,1.7475086117493375,2931.0,PAYMENT,False,1.5842983523132304,1.0,0.98,1
2018-01-01 11:20:05.856,1.5900756221528114,7404.7,CASH-OUT,False,9.929888887738084,0.0,0.26,0
2018-01-01 11:28:49.008,1.9620262438867628,1630.5,CASH-IN,False,4.09500759742312,0.0,0.75,1
2018-01-01 11:37:32.160,0.5756065566024765,4812.0,PAYMENT,False,9.944458817371567,0.0,0.01,0
2018-01-01 11:46:15.312,1.5349154792825073,1891.3,CASH-IN,False,8.739558384257581,0.0,0.02,0
2018-01-01 11:54:58.464,2.2304451757470933,4641.0,CASH-IN,False,8.755479437967882,0.0,0.0,0
2018-01-01 12:03:41.616,2.1890079060986114,1037.0,PAYMENT,False,10.330088481919775,1.0,0.87,1
2018-01-01 12:12:24.768,2.097698192535199,1639.8,CASH-OUT,False,0.6311253886144855,1.0,0.98,1
2018-01-01 12:21:07.920,1.5309446145393912,7934.7,CASH-IN,False,0.0807531714483906,1.0,0.97,1
2018-01-01 12:29:51.072,1.6146088454373118,2205.8,PAYMENT,False,6.363895488401541,1.0,0.88,1
2018-01-01 12:38:34.224,2.108149028228476,2697.3,PAYMENT,False,9.331339197052765,0.0,0.01,0
2018-01-01 12:47:17.376,2.8450126145055568,2437.6,CASH-OUT,False,5.378454343419882,0.0,0.05,0
2018-01-01 12:56:00.528,1.9804107439756986,1213.5,CASH-OUT,False,3.312006264383559,1.0,0.82,1
2018-01-01 13:04:43.680,1.839043813569966,1305.2,PAYMENT,False,1.1961980846518798,0.0,0.65,1
2018-01-01 13:13:26.832,2.160529618923344,5419.5,PAYMENT,False,8.36615202905818,0.0,0.21,0
2018-01-01 13:22:09.984,1.9971981738503917,3250.3,TRANSFER,False,7.694067064506509,1.0,0.99,1
2018-01-01 13:30:53.136,1.879422606570581,1920.8,CASH-OUT,False,5.943175874249041,1.0,0.88,1
2018-01-01 13:39:36.288,2.4022023002071835,3705.0,CASH-OUT,False,7.446835535176156,0.0,0.05,0
2018-01-01 13:48:19.440,2.4388344403638316,2037.9,PAYMENT,False,5.082478984501842,1.0,0.48,0
2018-01-01 13:57:02.592,2.068922844670911,6700.2,CASH-IN,False,1.8064299621065079,1.0,0.89,1
2018-01-01 14:05:45.744,1.6735797702843196,1029.0,CASH-IN,True,4.283942952839372,1.0,0.98,1
2018-01-01 14:14:28.896,1.657200519837162,8435.2,CASH-IN,False,10.24210312760719,0.0,0.03,0
2018-01-01 14:23:12.048,2.1624453695429633,3368.7,CASH-OUT,False,8.470259315391484,0.0,0.33,0
2018-01-01 14:31:55.200,2.1905652681771124,1528.8,PAYMENT,True,8.838117321912392,0.0,0.02,0
2018-01-01 14:40:38.352,2.3649108039774864,3574.7,PAYMENT,False,1.0324512528331098,0.0,0.42,0
2018-01-01 14:49:21.504,1.8459589653974355,4072.9,PAYMENT,False,8.601075566270373,0.0,0.01,0
2018-01-01 14:58:04.656,2.3577897623727715,3052.0,PAYMENT,False,7.5269715507748725,0.0,0.0,0
2018-01-01 15:06:47.808,1.734674415640314,1057.5,PAYMENT,False,2.365130779843373,0.0,0.03,0
2018-01-01 15:15:30.960,2.104624618082057,6059.0,PAYMENT,True,9.142045959416613,0.0,0.08,0
2018-01-01 15:24:14.112,1.8438381247202025,1155.8,CASH-IN,False,7.431829027571119,1.0,0.82,1
2018-01-01 15:32:57.264,1.699048379586251,2689.6,PAYMENT,False,8.647912489940758,0.0,0.02,0
2018-01-01 15:41:40.416,2.068274826122422,1640.1,PAYMENT,False,9.096888177542533,1.0,0.91,1
2018-01-01 15:50:23.568,2.807979949454954,1989.3,PAYMENT,False,2.852086493006094,1.0,0.99,1
2018-01-01 15:59:06.720,1.3821199726401368,1733.0,CASH-OUT,False,10.230636881081143,0.0,0.0,0
2018-01-01 16:07:49.872,2.4910307160626624,1250.9,CASH-IN,False,8.598501609613251,0.0,0.03,0
2018-01-01 16:16:33.024,2.5303859588995326,3928.4,PAYMENT,False,9.821099391814265,0.0,0.06,0
2018-01-01 16:25:16.176,2.1543289568289894,6001.0,CASH-OUT,False,0.32064525264310395,1.0,0.94,1
2018-01-01 16:33:59.328,2.2374083587344797,1718.4,CASH-IN,False,8.297172560046283,1.0,0.98,1
2018-01-01 16:42:42.480,1.8788038116097188,1448.4,TRANSFER,False,8.864199424961939,0.0,0.0,0
2018-01-01 16:51:25.632,2.8680482891866084,3514.3,CASH-OUT,False,1.209732260698713,1.0,1.0,1
2018-01-01 17:00:08.784,0.32190192359836234,4703.8,,False,0.7597270159923578,1.0,0.97,1
2018-01-01 17:08:51.936,2.104804358038186,1675.5,PAYMENT,False,0.5804551426119958,1.0,1.0,1
2018-01-01 17:17:35.088,2.609560640556704,1454.4,PAYMENT,False,4.003585298280787,1.0,0.99,1
2018-01-01 17:26:18.240,2.3979609060906686,1091.6,TRANSFER,False,6.058844319946067,0.0,0.13,0
2018-01-01 17:35:01.392,2.1342624016882823,5124.2,CASH-IN,True,0.28658035264636994,1.0,0.98,1
2018-01-01 17:43:44.544,1.7411198508595715,9841.7,CASH-OUT,False,10.350055609814605,0.0,0.06,0
2018-01-01 17:52:27.696,2.0405433757778124,1745.6,PAYMENT,False,3.3048426664113615,0.0,0.04,0
2018-01-01 18:01:10.848,2.1713915926081637,7307.6,CASH-IN,False,10.228527572031066,0.0,0.02,0
2018-01-01 18:09:54.000,1.8324956898011444,1410.5,CASH-OUT,False,10.277276007814224,0.0,0.06,0
2018-01-01 18:18:37.152,2.153389237521925,1707.2,PAYMENT,False,9.760606966779033,1.0,0.9,1
2018-01-01 18:27:20.304,2.026365816225167,2035.4,PAYMENT,True,9.919774810508702,1.0,0.86,1
2018-01-01 18:36:03.456,1.7534118351156383,1143.5,PAYMENT,False,6.021960425814559,1.0,0.95,1
2018-01-01 18:44:46.608,2.0285805030940196,5345.1,CASH-IN,False,10.409455416448791,0.0,0.0,0
2018-01-01 18:53:29.760,1.9225361933947291,2582.3,PAYMENT,False,10.328227505349577,0.0,0.02,0
2018-01-01 19:02:12.912,2.198326239995202,1017.3,PAYMENT,False,7.918118317863543,0.0,0.25,0
2018-01-01 19:10:56.064,2.4850690931311425,1795.3,PAYMENT,False,10.277668330378727,0.0,0.0,0
2018-01-01 19:19:39.216,2.8614640349169678,1731.3,CASH-OUT,False,1.7391929751071085,1.0,1.0,1
2018-01-01 19:28:22.368,2.3544147706645138,5626.6,TRANSFER,False,9.559922546863817,0.0,0.0,0
2018-01-01 19:37:05.520,2.336424007659608,3717.7,CASH-IN,False,1.1538889446249663,1.0,0.99,1
2018-01-01 19:45:48.672,2.0267228263980517,1437.5,PAYMENT,False,9.430815741119762,1.0,0.95,1
2018-01-01 19:54:31.824,1.8992850645543495,1189.6,CASH-OUT,False,10.410729124597308,0.0,0.09,0
2018-01-01 20:03:14.976,1.9305906247002427,1176.1,PAYMENT,False,8.827710168222877,0.0,0.13,0
2018-01-01 20:11:58.128,2.2704145421001938,3043.2,CASH-IN,False,9.047554708678764,0.0,0.05,0
2018-01-01 20:20:41.280,2.007443205838505,1226.1,PAYMENT,False,8.705639007045745,1.0,0.94,1
2018-01-01 20:29:24.432,1.755309939806477,2948.4,CASH-IN,True,8.755353815504167,0.0,0.01,0
2018-01-01 20:38:07.584,2.1825092429709665,1628.6,PAYMENT,False,10.094333791647738,1.0,0.96,1
2018-01-01 20:46:50.736,1.9429040130380144,6993.1,CASH-OUT,True,10.231466258791642,0.0,0.16,0
2018-01-01 20:55:33.888,2.0872490915218496,4318.2,CASH-IN,False,8.502121955827295,0.0,0.03,0
2018-01-01 21:04:17.040,2.4536298940065135,5186.5,CASH-IN,False,6.555630435549231,1.0,0.98,1
2018-01-01 21:13:00.192,1.8576630219036536,1455.4,CASH-IN,False,7.024835234906096,0.0,0.0,0
2018-01-01 21:21:43.344,2.3592978230022776,2746.5,PAYMENT,False,9.667274179923332,1.0,0.65,1
2018-01-01 21:30:26.496,1.4220522651495706,3901.1,PAYMENT,False,10.437315700244861,0.0,0.02,0
2018-01-01 21:39:09.648,1.7348401396584634,1284.1,PAYMENT,False,3.375052159780439,0.0,0.15,0
2018-01-01 21:47:52.800,2.0990127723006906,1877.0,PAYMENT,False,6.80071768927272,0.0,0.05,0
2018-01-01 21:56:35.952,2.08662388749836,2409.8,,False,0.5866506024836267,1.0,1.0,1
2018-01-01 22:05:19.104,2.3254290621384435,1906.2,CASH-IN,False,0.7321125636347054,1.0,0.99,1
2018-01-01 22:14:02.256,2.0208889051608256,2046.4,CASH-IN,False,9.97371759431647,0.0,0.01,0
2018-01-01 22:22:45.408,1.6922842896146113,2261.8,PAYMENT,True,9.690464775303074,0.0,0.02,0
2018-01-01 22:31:28.560,1.7879733951223598,7164.7,CASH-IN,False,8.486346188501232,0.0,0.09,0
2018-01-01 22:40:11.712,1.6499782935120384,3980.4,PAYMENT,True,10.359140785630014,1.0,1.0,1
2018-01-01 22:48:54.864,2.516183308065499,8157.9,TRANSFER,False,10.203817378584962,1.0,1.0,1
2018-01-01 22:57:38.016,1.7697666367267446,1188.4,CASH-OUT,False,5.905873627291536,1.0,0.99,1
2018-01-01 23:06:21.168,2.186303467061971,1039.9,CASH-IN,False,7.564079459981841,0.0,0.03,0
2018-01-01 23:15:04.320,2.1892629079255306,1291.8,CASH-IN,False,5.548990045498635,0.0,0.09,0
2018-01-01 23:23:47.472,2.363842561362523,1285.6,PAYMENT,False,9.90585253542987,1.0,0.72,1
2018-01-01 23:32:30.624,1.6164359547290381,5607.6,CASH-OUT,False,0.9497385683806981,1.0,0.98,1
2018-01-01 23:41:13.776,1.7710320536968513,1902.8,PAYMENT,False,5.843134185173888,1.0,1.0,1
2018-01-01 23:49:56.928,1.9281441510388093,1324.4,CASH-IN,False,2.953437408859121,0.0,0.95,1
2018-01-01 23:58:40.080,2.0462040581911443,3192.4,CASH-IN,False,6.87909124510881,0.0,0.04,0
2018-01-02 00:07:23.232,2.503394636549058,1059.1,,False,1.2664222337975897,0.0,0.25,0
2018-01-02 00:16:06.384,1.3503019630355122,4764.3,,False,9.36178606637998,0.0,0.75,1
2018-01-02 00:24:49.536,2.468551036757444,5090.7,CASH-IN,False,9.09708492746419,1.0,0.78,1
2018-01-02 00:33:32.688,2.8169114776305553,1914.7,,False,0.518388357540802,1.0,0.97,1
2018-01-02 00:42:15.840,1.6060757393722138,1247.2,CASH-IN,False,7.267225558692518,1.0,0.98,1
2018-01-02 00:50:58.992,2.448494997402073,1268.2,CASH-IN,False,10.100033886518546,0.0,0.04,0
2018-01-02 00:59:42.144,2.038346184960913,3141.9,PAYMENT,False,0.5237752134235714,1.0,0.99,1
2018-01-02 01:08:25.296,2.366169768183841,1181.8,PAYMENT,False,7.2586780144856915,0.0,0.01,0
2018-01-02 01:17:08.448,2.075399682900417,2635.7,PAYMENT,False,9.248390773940587,1.0,0.96,1
2018-01-02 01:25:51.600,1.7387084268551312,1507.7,CASH-IN,True,9.71294745117427,1.0,0.99,1
2018-01-02 01:34:34.752,1.9970008091751283,2955.2,CASH-OUT,False,7.618839412406419,1.0,0.98,1
2018-01-02 01:43:17.904,2.3235259613029524,1331.9,,False,9.143851701493592,0.0,0.02,0
2018-01-02 01:52:01.056,2.3997734124513945,6452.4,PAYMENT,False,0.029293971671820747,1.0,0.95,1
2018-01-02 02:00:44.208,2.0506713274151602,3319.1,,True,8.995541096496442,0.0,0.01,0
2018-01-02 02:09:27.360,1.9042942028671688,2273.4,CASH-IN,True,0.958843845434579,1.0,1.0,1
2018-01-02 02:18:10.512,1.79104605317447,6024.5,PAYMENT,False,9.859448167183366,0.0,0.01,0
2018-01-02 02:26:53.664,2.392150700607576,3268.8,PAYMENT,False,1.0228799009252567,1.0,0.94,1
2018-01-02 02:35:36.816,1.935308870939424,5072.2,TRANSFER,False,0.7677430878402796,1.0,1.0,1
2018-01-02 02:44:19.968,1.8102832662100012,1531.9,CASH-IN,True,9.639888097313394,0.0,0.09,0
2018-01-02 02:53:03.120,2.1467766758670743,2445.4,PAYMENT,False,5.988476332270248,0.0,0.04,0
2018-01-02 03:01:46.272,1.902476006954334,2245.9,PAYMENT,False,0.7909540975174585,1.0,1.0,1
2018-01-02 03:10:29.424,1.7369413122951742,1809.0,PAYMENT,False,8.418887238424789,0.0,0.04,0
2018-01-02 03:19:12.576,1.8471777318091902,1724.2,,False,6.195558130249822,0.0,0.0,0
2018-01-02 03:27:55.728,2.369960594232187,3991.1,PAYMENT,False,9.706274984108639,0.0,0.03,0
2018-01-02 03:36:38.880,2.006106536726822,1138.0,PAYMENT,False,7.539684782574723,0.0,0.02,0
2018-01-02 03:45:22.032,1.8056683257023074,2297.6,CASH-OUT,False,9.75145138339348,0.0,0.09,0
2018-01-02 03:54:05.184,2.2403870095960388,1378.4,PAYMENT,False,9.196534814057577,0.0,0.08,0
2018-01-02 04:02:48.336,1.9869661898119662,1225.1,CASH-IN,False,4.233329402234041,1.0,0.97,1
2018-01-02 04:11:31.488,1.741938102869228,5169.8,PAYMENT,False,8.045684733616469,1.0,0.93,1
2018-01-02 04:20:14.640,1.1530970749803782,1701.7,PAYMENT,False,8.056013807873226,0.0,0.07,0
2018-01-02 04:28:57.792,1.804702839556207,7899.5,CASH-OUT,False,6.4780737557957195,0.0,0.14,0
2018-01-02 04:37:40.944,2.0503910798821128,9809.3,CASH-OUT,False,10.329584304491139,0.0,0.09,0
2018-01-02 04:46:24.096,1.9744516880328609,2098.1,PAYMENT,False,6.547473849408188,0.0,0.04,0
2018-01-02 04:55:07.248,2.017226690627671,4970.2,,True,9.502740297045069,1.0,1.0,1
2018-01-02 05:03:50.400,2.108428527335576,3894.4,CASH-OUT,True,8.578084733910753,0.0,0.06,0
2018-01-02 05:12:33.552,2.2441569099046115,1369.8,CASH-OUT,False,3.384466632329577,1.0,1.0,1
2018-01-02 05:21:16.704,1.6535898651998393,2838.9,PAYMENT,False,8.82856382889493,0.0,0.02,0
2018-01-02 05:29:59.856,2.256471209430413,4608.6,,False,7.361629761617026,0.0,0.08,0
2018-01-02 05:38:43.008,1.7095593461782523,2050.2,CASH-OUT,False,0.18568283060688795,1.0,0.88,1
2018-01-02 05:47:26.160,2.2768725281610545,2107.7,CASH-IN,False,2.720915063952001,1.0,0.95,1
2018-01-02 05:56:09.312,1.7710693941065672,3207.6,CASH-IN,False,0.8174932865154566,1.0,0.86,1
2018-01-02 06:04:52.464,1.8486570407616432,5006.4,PAYMENT,False,0.1898098624691202,1.0,1.0,1
2018-01-02 06:13:35.616,2.1707628657834532,1639.7,CASH-IN,True,2.4389827193621643,1.0,0.95,1
2018-01-02 06:22:18.768,1.5959824605787736,1240.7,CASH-IN,False,2.3026909404565217,1.0,1.0,1
2018-01-02 06:31:01.920,1.9861516227819838,6304.3,CASH-OUT,False,10.28992284558697,0.0,0.02,0
2018-01-02 06:39:45.072,1.8938152596169329,6428.4,PAYMENT,False,8.48388361492341,0.0,0.11,0
2018-01-02 06:48:28.224,1.863250034212171,1479.3,CASH-IN,False,10.092133703103208,1.0,0.53,0
2018-01-02 06:57:11.376,0.5520766175368076,9436.3,PAYMENT,False,10.284159824869672,1.0,0.97,1
2018-01-02 07:05:54.528,2.042930667979962,5486.8,,False,10.399410484225621,0.0,0.02,0
2018-01-02 07:14:37.680,1.613617150822034,3132.9,CASH-OUT,False,10.223770296811594,0.0,0.11,0
2018-01-02 07:23:20.832,2.199218478382203,1256.2,TRANSFER,False,5.0986602314493386,1.0,1.0,1
2018-01-02 07:32:03.984,1.992008708898415,4822.4,PAYMENT,False,10.098403965644394,1.0,0.99,1
2018-01-02 07:40:47.136,2.835121520073695,7989.3,CASH-OUT,False,10.105567972536122,1.0,0.86,1
2018-01-02 07:49:30.288,1.5705770784275332,1233.9,,False,6.919983121804231,1.0,0.95,1
2018-01-02 07:58:13.440,2.1437691794884928,3671.5,CASH-IN,False,9.828442440056053,1.0,0.89,1
2018-01-02 08:06:56.592,0.4502696942565976,4850.7,TRANSFER,False,10.228979296461011,0.0,0.13,0
2018-01-02 08:15:39.744,0.5507854548127973,1676.0,TRANSFER,False,10.324024462046626,1.0,0.9,1
2018-01-02 08:24:22.896,1.8424210271253385,1928.2,PAYMENT,False,2.010022093113334,1.0,0.99,1
2018-01-02 08:33:06.048,1.6458840217367077,2019.4,CASH-IN,False,10.330414548283454,1.0,0.92,1
2018-01-02 08:41:49.200,2.5569895751988616,3720.1,CASH-OUT,False,7.020022753836615,0.0,0.02,0
2018-01-02 08:50:32.352,2.279241041477835,1075.1,PAYMENT,False,3.2394927503351245,0.0,0.38,0
2018-01-02 08:59:15.504,2.281098561144665,1522.4,CASH-OUT,False,8.608518899064007,0.0,0.02,0
2018-01-02 09:07:58.656,2.2065631887740933,1373.7,CASH-OUT,False,9.944186981151796,0.0,0.02,0
2018-01-02 09:16:41.808,1.7439137215197933,7063.9,PAYMENT,True,10.412805562593851,0.0,0.09,0
2018-01-02 09:25:24.960,2.0739898541661628,1263.1,PAYMENT,False,9.228047654584362,0.0,0.14,0
2018-01-02 09:34:08.112,1.8966428817826204,1362.4,TRANSFER,False,9.784749095950254,0.0,0.02,0
2018-01-02 09:42:51.264,1.6780152394699948,2845.3,PAYMENT,False,0.8845065719532732,1.0,0.85,1
2018-01-02 09:51:34.416,2.10237913530263,5748.8,PAYMENT,False,9.793745505161723,1.0,1.0,1
2018-01-02 10:00:17.568,1.4673273517673158,4312.9,TRANSFER,False,8.318909421924438,0.0,0.04,0
2018-01-02 10:09:00.720,1.8053393770051978,1146.9,TRANSFER,False,4.997899906049685,1.0,0.96,1
2018-01-02 10:17:43.872,1.8774044877748706,1190.5,CASH-OUT,False,8.599436210965283,1.0,0.88,1
2018-01-02 10:26:27.024,1.913466118616797,3740.2,CASH-IN,True,2.6268919574661993,0.0,0.09,0
2018-01-02 10:35:10.176,0.934639181025497,6512.3,CASH-IN,False,0.22029481204635915,1.0,1.0,1
2018-01-02 10:43:53.328,1.4908608412012885,1456.2,PAYMENT,False,7.91459885707183,1.0,0.98,1
2018-01-02 10:52:36.480,2.1648611552968915,1449.0,,False,4.4013617298772205,0.0,0.06,0
2018-01-02 11:01:19.632,1.5470899423729025,1005.3,CASH-OUT,False,9.137450817793287,1.0,0.8,1
2018-01-02 11:10:02.784,2.044637291282006,4427.6,PAYMENT,False,10.414896620944074,0.0,0.05,0
2018-01-02 11:18:45.936,2.0657330106522442,1558.7,CASH-OUT,False,3.188380139205446,1.0,0.96,1
2018-01-02 11:27:29.088,2.420096065554937,1805.0,CASH-IN,False,3.198861819240949,1.0,0.98,1
2018-01-02 11:36:12.240,1.776456302290312,1166.1,PAYMENT,False,8.321572504757217,0.0,0.12,0
2018-01-02 11:44:55.392,1.8679805889399557,2428.7,PAYMENT,False,0.5062105065719327,1.0,1.0,1
2018-01-02 11:53:38.544,1.0513974877157208,1832.8,CASH-IN,False,7.721050973101378,0.0,0.01,0
2018-01-02 12:02:21.696,1.5084369492305822,2082.8,TRANSFER,False,1.220849300491098,1.0,0.99,1
